epoch,reward_total,policy_loss,value_loss,total_loss
1,-44.62500000000032,0.10439320653676987,24.489774703979492,12.32817268371582
2,-144.12500000000148,-0.016613245010375977,23.52604103088379,11.726799011230469
3,-163.9250000000025,0.003916215151548386,24.320907592773438,12.146198272705078
4,-114.67500000000088,0.04319924861192703,28.142885208129883,14.09567928314209
5,-104.42500000000163,0.16541028022766113,24.422365188598633,12.357216835021973
6,-102.15000000000182,0.09175989031791687,23.760770797729492,11.952451705932617
7,-24.34999999999991,-0.06514492630958557,15.513964653015137,7.6720147132873535
8,-80.300000000001,0.057178936898708344,14.650567054748535,7.36253547668457
9,-24.399999999999768,-0.03278524428606033,13.106568336486816,6.500611782073975
10,-149.02500000000092,-0.13817399740219116,16.349496841430664,8.016526222229004
11,92.62499999999986,0.012351218611001968,10.104021072387695,5.043999671936035
12,-85.97500000000045,-0.13089808821678162,16.93712043762207,8.317481994628906
13,-147.55000000000095,-0.01588071510195732,25.32982635498047,12.629711151123047
14,-123.3750000000003,0.03135700523853302,23.011356353759766,11.517708778381348
15,-116.72500000000078,-0.0242730975151062,20.700719833374023,10.307340621948242
16,4.475000000000644,0.030090495944023132,17.016578674316406,8.519304275512695
17,-50.674999999998946,-0.2418646663427353,5.5624589920043945,2.5206587314605713
18,-109.1000000000008,-0.16864950954914093,15.99659252166748,7.810702800750732
19,-62.450000000001424,0.05092599242925644,27.603038787841797,13.833910942077637
20,-40.524999999999785,0.313304603099823,31.04483413696289,15.816559791564941
21,-86.62500000000114,-0.35608696937561035,15.526872634887695,7.388148784637451
22,-124.19999999999987,-0.05650332570075989,18.222885131835938,9.035733222961426
23,-132.95000000000206,-0.024850158020853996,15.86055850982666,7.885992050170898
24,-103.70000000000152,0.008767209947109222,19.995847702026367,9.988029479980469
25,-126.10000000000109,-0.07824745774269104,17.46985626220703,8.63796329498291
26,-57.2749999999994,-0.11878599226474762,13.11079216003418,6.418478965759277
27,-162.85000000000215,0.3342772126197815,33.5252571105957,17.07878875732422
28,-95.60000000000262,-0.04776698350906372,9.336273193359375,4.601291179656982
29,-63.94999999999963,-0.15758629143238068,10.032103538513184,4.838918685913086
30,-133.20000000000206,0.28336989879608154,27.348209381103516,13.937908172607422
31,-101.57500000000232,-0.08178485929965973,14.903204917907715,7.349872589111328
32,-140.17500000000123,0.14721941947937012,25.359018325805664,12.807265281677246
33,-90.10000000000117,-0.12055222690105438,15.70017147064209,7.710155010223389
34,-128.27500000000055,-0.09962371736764908,16.317352294921875,8.03918743133545
35,-156.2250000000012,-0.07202199101448059,21.23552131652832,10.525986671447754
36,-84.77500000000201,-0.01451139897108078,16.091869354248047,8.012625694274902
37,0.9000000000004998,-0.012826901860535145,11.296004295349121,5.616024017333984
38,-131.15000000000225,0.08567814528942108,23.79164695739746,11.961806297302246
39,-57.249999999999886,-0.04134567826986313,17.04767608642578,8.462185859680176
40,-40.349999999999724,-0.05602683871984482,12.445491790771484,6.146239280700684
41,-140.15000000000103,-0.06313509494066238,18.400997161865234,9.117433547973633
42,-165.8750000000023,0.14278292655944824,30.15414810180664,15.200434684753418
43,-121.50000000000054,0.01702261157333851,22.357667922973633,11.175742149353027
44,-109.8250000000003,0.1454351246356964,22.494171142578125,11.372321128845215
45,-215.20000000000263,0.10325890779495239,20.606983184814453,10.386738777160645
46,-156.55000000000194,-0.01587006077170372,14.250492095947266,7.089745044708252
47,-132.25000000000028,0.03640003874897957,23.636985778808594,11.834785461425781
48,-145.45000000000113,0.22905954718589783,31.847930908203125,16.133092880249023
49,-104.05000000000061,0.05534226447343826,19.915241241455078,9.993067741394043
50,-114.35000000000097,-0.11795689165592194,21.143394470214844,10.433599472045898
51,-77.22500000000025,0.12893372774124146,16.749868392944336,8.484020233154297
52,-160.2250000000013,-0.03155791759490967,24.04024314880371,11.968188285827637
53,-64.69999999999986,0.08430913835763931,17.195234298706055,8.661492347717285
54,-112.87500000000114,0.043562207370996475,18.760547637939453,9.403210639953613
55,-134.80000000000095,0.14249758422374725,28.427125930786133,14.334753036499023
56,-169.0750000000005,-0.0036523379385471344,21.00872039794922,10.479995727539062
57,-18.17499999999979,-0.007993726059794426,16.245630264282227,8.094222068786621
58,-58.25000000000181,0.17958885431289673,25.974590301513672,13.146495819091797
59,-51.649999999999466,-0.22833147644996643,10.288897514343262,4.8957839012146
60,-215.5000000000016,-0.03617038577795029,26.592214584350586,13.239068984985352
61,-76.67500000000143,0.044847287237644196,24.11452293395996,12.081512451171875
62,-27.29999999999993,0.10072500258684158,25.61071014404297,12.884934425354004
63,-82.50000000000053,-0.1058167964220047,17.83091163635254,8.78858757019043
64,-22.199999999999985,-0.0479850247502327,21.032032012939453,10.446743965148926
65,-126.37500000000101,-0.10147027671337128,19.809947967529297,9.782876968383789
66,-114.27500000000084,0.11074066162109375,26.014083862304688,13.09737491607666
67,-113.5750000000003,-0.047444723546504974,22.689115524291992,11.27651596069336
68,-207.02500000000143,0.026234250515699387,23.19574546813965,11.603989601135254
69,-202.72500000000124,-0.10593599081039429,20.62496566772461,10.186704635620117
70,-236.05000000000084,0.11988227814435959,27.516605377197266,13.858060836791992
71,-102.55000000000031,0.02620212361216545,17.434101104736328,8.723112106323242
72,-124.32500000000017,0.008375614881515503,20.768131256103516,10.371789932250977
